1.0.169.49: 23969, TOT Public Company Limited
80.28.51.38: 3352, Telefonica De Espana S.a.u.
80.32.118.95: 3352, Telefonica De Espana S.a.u.
80.32.125.6: 3352, Telefonica De Espana S.a.u.
80.32.134.2: 3352, Telefonica De Espana S.a.u.
80.32.136.180: 3352, Telefonica De Espana S.a.u.
80.32.217.250: 3352, Telefonica De Espana S.a.u.
80.32.232.224: 3352, Telefonica De Espana S.a.u.
80.32.54.193: 3352, Telefonica De Espana S.a.u.
80.33.109.13: 3352, Telefonica De Espana S.a.u.
80.35.42.205: 3352, Telefonica De Espana S.a.u.
80.38.68.92: 3352, Telefonica De Espana S.a.u.
80.39.120.231: 3352, Telefonica De Espana S.a.u.
80.48.167.195: 5617, Orange Polska Spolka Akcyjna
80.48.178.154: 5617, Orange Polska Spolka Akcyjna
80.48.242.130: 5617, Orange Polska Spolka Akcyjna
80.48.33.22: 5617, Orange Polska Spolka Akcyjna
80.50.113.218: 5617, Orange Polska Spolka Akcyjna
80.50.137.99: 5617, Orange Polska Spolka Akcyjna
80.50.228.210: 5617, Orange Polska Spolka Akcyjna
80.50.238.38: 5617, Orange Polska Spolka Akcyjna
80.50.54.114: 5617, Orange Polska Spolka Akcyjna
80.50.97.50: 5617, Orange Polska Spolka Akcyjna
80.51.173.134: 5617, Orange Polska Spolka Akcyjna
80.51.215.102: 5617, Orange Polska Spolka Akcyjna
80.51.24.58: 5617, Orange Polska Spolka Akcyjna
80.52.190.174: 5617, Orange Polska Spolka Akcyjna
80.53.116.102: 5617, Orange Polska Spolka Akcyjna
80.53.6.226: 5617, Orange Polska Spolka Akcyjna
80.54.118.86: 5617, Orange Polska Spolka Akcyjna
80.54.12.84: 5617, Orange Polska Spolka Akcyjna
80.54.62.74: 5617, Orange Polska Spolka Akcyjna
80.54.98.106: 5617, Orange Polska Spolka Akcyjna
80.55.4.44: 5617, Orange Polska Spolka Akcyjna
80.57.134.36: 33915, Vodafone Libertel B.V.
80.59.178.159: 3352, Telefonica De Espana S.a.u.
80.63.106.38: 3292, TDC Holding A/S
80.63.106.42: 3292, TDC Holding A/S
80.63.106.44: 3292, TDC Holding A/S
80.63.106.45: 3292, TDC Holding A/S
80.63.24.166: 3292, TDC Holding A/S
80.63.58.10: 3292, TDC Holding A/S
80.63.9.142: 3292, TDC Holding A/S
80.65.83.72: 9146, BH Telecom d.d. Sarajevo
80.68.227.233: 49242, Internet Union Spolka Akcyjna
80.69.53.30: 34170, Aztelekom LLC
80.74.253.46: 21267, Wavenet Limited
80.75.161.130: 36992, Etisalat Misr
80.75.161.141: 36992, Etisalat Misr
80.75.169.210: 36992, Etisalat Misr
80.75.171.131: 36992, Etisalat Misr
80.75.171.66: 36992, Etisalat Misr
80.76.161.137: 48728, Vodafone Qatar P.Q.S.C
80.76.161.48: 48728, Vodafone Qatar P.Q.S.C
80.76.163.121: 48728, Vodafone Qatar P.Q.S.C
80.76.163.208: 48728, Vodafone Qatar P.Q.S.C
80.76.169.155: 211559, Vodafone Qatar P.Q.S.C
80.76.83.108: 41497, Intred S.p.A.
80.77.159.154: 34772, NEOTEL DOO export-import Skopje
80.80.253.14: 34785, Stadtwerke Klagenfurt AG
80.82.16.74: 42927, S-NET Sp. z o.o.
80.82.19.179: 42927, S-NET Sp. z o.o.
80.86.145.94: 29177, Acantho S.p.a
80.86.78.34: 28954, Fiberstaden AB
80.87.17.137: 8530, Wavenet Limited
80.87.25.80: 8530, Wavenet Limited
80.87.29.141: 8530, Wavenet Limited
80.87.30.36: 8530, Wavenet Limited
80.87.32.140: 13110, INEA sp. z o.o.
80.87.95.178: 29614, VODAFONE GHANA AS INTERNATIONAL TRANSIT
80.88.123.190: 25176, AC-Net Externservice AB
80.89.188.234: 9051, IncoNet Data Management sal
80.89.189.81: 9051, IncoNet Data Management sal
80.89.209.154: 8758, Iway AG
80.90.95.154: 35444, Digicom SHPK
80.91.62.14: 30848, UNIDATA S.p.A.
80.92.117.201: 34347, HALLAG Kommunal GmbH
80.92.238.85: 1820, WNET
80.92.64.104: 24611, Datacenter Luxembourg S.A.
80.93.248.234: 31042, Serbia BroadBand-Srpske Kablovske mreze d.o.o.
80.93.44.66: 28919, Stadtwerke Kufstein GmbH
80.94.102.6: 6758, Monaco Telecom S.A.
80.94.166.163: 21274, State Scientific Enterprise 'United Institute of Informatics Problems of National Academy of
80.95.102.210: 16019, Vodafone Czech Republic a.s.
80.95.169.69: 24586, Intermax Group B.V.
81.10.155.138: 12605, LIWEST Kabelmedien GmbH
81.10.155.190: 12605, LIWEST Kabelmedien GmbH
81.10.21.42: 8452, TE Data
81.10.228.82: 12605, LIWEST Kabelmedien GmbH
81.10.252.153: 12605, LIWEST Kabelmedien GmbH
81.105.221.232: 5089, Virgin Media
81.12.210.162: 12302, Vodafone Romania S.A.
81.13.158.72: 15547, netplus.ch SA
81.130.238.136: 2856, British Telecommunications PLC
81.134.158.210: 2856, British Telecommunications PLC
81.134.179.203: 2856, British Telecommunications PLC
81.134.55.15: 2856, British Telecommunications PLC
81.139.148.13: 2856, British Telecommunications PLC
81.145.181.243: 2856, British Telecommunications PLC
81.145.197.200: 2856, British Telecommunications PLC
81.145.58.74: 2856, British Telecommunications PLC
81.15.155.4: 211388, TBM Telekom Sp zoo Sp. k.
81.15.170.146: 20804, Exatel S.A.
81.15.175.25: 20804, Exatel S.A.
81.15.244.162: 20804, Exatel S.A.
81.15.98.6: 12969, Ljosleidarinn ehf
81.150.169.192: 2856, British Telecommunications PLC
81.16.11.117: 44395, Ucom CJSC
81.164.137.205: 6848, Telenet BV
81.164.19.188: 6848, Telenet BV
81.165.162.225: 6848, Telenet BV
81.165.171.121: 6848, Telenet BV
81.165.187.190: 6848, Telenet BV
81.165.89.39: 6848, Telenet BV
81.166.177.183: 29695, Lyse Tele
81.166.60.150: 29695, Lyse Tele
81.167.161.123: 29695, Lyse Tele
81.167.32.114: 29695, Lyse Tele
81.167.50.173: 29695, Lyse Tele
81.17.51.155: 60781, LeaseWeb Netherlands B.V.
81.170.155.12: 8473, Bahnhof AB
81.172.222.87: 15435, DELTA Fiber Nederland B.V.
81.172.52.28: 12430, Vodafone Spain
81.173.223.67: 8422, NetCologne Gesellschaft fur Telekommunikation mbH
81.173.61.141: 50522, POCOS B.V.
81.173.63.102: 50522, POCOS B.V.
81.173.78.6: 50522, POCOS B.V.
81.173.96.255: 50522, POCOS B.V.
81.173.98.254: 50522, POCOS B.V.
81.174.25.128: 35612, EOLO S.p.A.
81.174.35.9: 35612, EOLO S.p.A.
81.174.48.126: 35612, EOLO S.p.A.
81.174.58.2: 35612, EOLO S.p.A.
81.18.208.194: 6830, Liberty Global B.V.
81.189.181.37: 8437, Hutchison Drei Austria GmbH
81.19.2.204: 24641, FASTER CZ spol. s r.o.
81.191.135.9: 2116, Globalconnect As
81.196.44.244: 8708, Digi Romania S.A.
81.199.104.51: 12491, Gilat Telecom Ltd.
81.199.109.1: 12491, Gilat Telecom Ltd.
81.199.139.19: 12491, Gilat Telecom Ltd.
81.199.139.245: 12491, Gilat Telecom Ltd.
81.199.44.186: 12491, Gilat Telecom Ltd.
81.199.44.69: 12491, Gilat Telecom Ltd.
81.203.150.58: 6739, Vodafone Ono, S.A.
81.208.2.202: 12874, Fastweb
81.208.4.3: 12874, Fastweb
81.21.21.90: 30848, UNIDATA S.p.A.
81.21.87.138: 39280, Ultel LLC
81.217.135.219: 8339, kabelplus GmbH
81.217.241.15: 8339, kabelplus GmbH
81.217.68.141: 8339, kabelplus GmbH
81.218.13.130: 8551, Bezeq International Ltd.
81.218.165.195: 8551, Bezeq International Ltd.
81.218.175.157: 8551, Bezeq International Ltd.
81.218.183.190: 8551, Bezeq International Ltd.
81.218.54.114: 8551, Bezeq International Ltd.
81.219.161.45: 12741, Netia SA
81.219.77.66: 12741, Netia SA
81.22.20.15: 39273, Kalaam Telecom Bahrain B.S.C.
81.223.10.66: 8412, T-Mobile Austria GmbH
81.223.105.26: 8412, T-Mobile Austria GmbH
81.223.126.75: 8412, T-Mobile Austria GmbH
81.223.185.178: 8412, T-Mobile Austria GmbH
81.223.185.179: 8412, T-Mobile Austria GmbH
81.223.199.110: 8412, T-Mobile Austria GmbH
81.223.33.243: 8412, T-Mobile Austria GmbH
81.233.1.147: 3301, Telia Company AB
81.24.144.27: 35753, Integrated Telecom Co. Ltd
81.24.144.27: 35753, Integrated Telecom Co. Ltd
81.241.188.104: 5432, Proximus NV
81.241.230.142: 5432, Proximus NV
81.241.249.59: 5432, Proximus NV
81.241.252.137: 5432, Proximus NV
81.242.244.186: 5432, Proximus NV
81.242.35.219: 5432, Proximus NV
81.242.4.52: 5432, Proximus NV
81.243.242.59: 5432, Proximus NV
81.243.252.213: 5432, Proximus NV
81.245.64.88: 5432, Proximus NV
81.246.126.116: 5432, Proximus NV
81.246.127.250: 5432, Proximus NV
81.246.30.105: 5432, Proximus NV
81.246.36.212: 5432, Proximus NV
81.246.40.74: 5432, Proximus NV
81.246.57.122: 5432, Proximus NV
81.246.60.129: 5432, Proximus NV
81.246.66.70: 5432, Proximus NV
81.246.69.134: 5432, Proximus NV
81.247.51.142: 5432, Proximus NV
81.247.61.209: 5432, Proximus NV
81.248.25.25: 3215, Orange
81.248.57.197: 3215, Orange
81.248.72.245: 3215, Orange
81.248.77.133: 3215, Orange
81.248.78.111: 3215, Orange
81.248.78.178: 3215, Orange
81.250.143.15: 3215, Orange
81.250.145.176: 3215, Orange
81.250.153.158: 3215, Orange
81.250.153.221: 3215, Orange
81.250.176.198: 3215, Orange
81.250.179.219: 3215, Orange
81.250.198.247: 3215, Orange
81.250.236.251: 3215, Orange
81.250.244.224: 3215, Orange
81.250.246.185: 3215, Orange
81.250.249.131: 3215, Orange
81.251.43.224: 3215, Orange
81.252.42.1: 3215, Orange
81.252.84.9: 3215, Orange
81.255.146.81: 3215, Orange
81.255.146.82: 3215, Orange
81.255.170.10: 3215, Orange
81.255.206.13: 3215, Orange
81.255.232.149: 3215, Orange
81.255.60.138: 3215, Orange
81.27.3.55: Unknown
81.27.3.63: Unknown
81.28.86.108: 39647, Enreach Netherlands B.V.
81.28.90.166: 39647, Enreach Netherlands B.V.
81.28.91.35: 39647, Enreach Netherlands B.V.
81.30.133.254: 34169, Media-Com Sp. z o.o.
81.30.137.26: 50231, Syrion Sp. z o.o.
81.30.27.210: 39657, Comeser S.r.l.
81.30.32.173: 28878, Signet B.V.
81.30.35.173: 28878, Signet B.V.
81.33.178.34: 3352, Telefonica De Espana S.a.u.
81.33.31.53: 3352, Telefonica De Espana S.a.u.
81.34.0.114: 3352, Telefonica De Espana S.a.u.
81.34.25.227: 3352, Telefonica De Espana S.a.u.
81.4.165.122: 6866, Cyprus Telecommunications Authority
81.42.214.18: 3352, Telefonica De Espana S.a.u.
81.42.221.234: 3352, Telefonica De Espana S.a.u.
81.42.237.254: 3352, Telefonica De Espana S.a.u.
81.42.238.216: 3352, Telefonica De Espana S.a.u.
81.42.255.98: 3352, Telefonica De Espana S.a.u.
81.43.102.221: 3352, Telefonica De Espana S.a.u.
81.43.122.159: 3352, Telefonica De Espana S.a.u.
81.43.127.155: 3352, Telefonica De Espana S.a.u.
81.43.79.5: 3352, Telefonica De Espana S.a.u.
81.45.140.76: 3352, Telefonica De Espana S.a.u.
81.45.35.78: 3352, Telefonica De Espana S.a.u.
81.45.67.89: 3352, Telefonica De Espana S.a.u.
81.45.83.6: 3352, Telefonica De Espana S.a.u.
81.47.129.59: 3352, Telefonica De Espana S.a.u.
81.47.164.187: 3352, Telefonica De Espana S.a.u.
81.47.166.238: 3352, Telefonica De Espana S.a.u.
81.47.172.234: 3352, Telefonica De Espana S.a.u.
81.47.172.235: 3352, Telefonica De Espana S.a.u.
81.47.172.237: 3352, Telefonica De Espana S.a.u.
81.5.2.14: 5486, Partner Communications Ltd.
81.60.197.7: 12430, Vodafone Spain
81.60.218.154: 12430, Vodafone Spain
81.60.218.160: 12430, Vodafone Spain
81.60.221.250: 12430, Vodafone Spain
81.60.222.163: 12430, Vodafone Spain
81.60.223.23: 12430, Vodafone Spain
81.60.225.17: 12430, Vodafone Spain
81.60.225.7: 12430, Vodafone Spain
81.62.133.18: 3303, Bluewin
81.62.149.130: 3303, Bluewin
81.62.161.162: 3303, Bluewin
81.62.186.102: 3303, Bluewin
81.62.203.154: 3303, Bluewin
81.62.211.66: 3303, Bluewin
81.62.215.150: 3303, Bluewin
81.62.223.234: 3303, Bluewin
81.62.247.238: 3303, Bluewin
81.63.144.226: 3303, Bluewin
81.63.169.155: 3303, Bluewin
81.8.161.54: 25176, AC-Net Externservice AB
81.80.47.114: 3215, Orange
81.80.55.177: 3215, Orange
81.82.154.112: 6848, Telenet BV
81.82.192.31: 6848, Telenet BV
81.82.192.95: 6848, Telenet BV
81.82.195.64: 6848, Telenet BV
81.82.196.32: 6848, Telenet BV
81.82.200.39: 6848, Telenet BV
81.82.206.179: 6848, Telenet BV
81.82.210.104: 6848, Telenet BV
81.82.218.145: 6848, Telenet BV
81.82.220.94: 6848, Telenet BV
81.82.222.138: 6848, Telenet BV
81.82.223.134: 6848, Telenet BV
81.82.223.242: 6848, Telenet BV
81.82.224.250: 6848, Telenet BV
81.82.225.11: 6848, Telenet BV
81.82.225.115: 6848, Telenet BV
81.82.226.133: 6848, Telenet BV
81.82.226.136: 6848, Telenet BV
81.82.228.185: 6848, Telenet BV
81.82.229.189: 6848, Telenet BV
81.82.230.10: 6848, Telenet BV
81.82.248.95: 6848, Telenet BV
81.82.250.137: 6848, Telenet BV
81.82.251.126: 6848, Telenet BV
81.82.251.233: 6848, Telenet BV
81.83.11.57: 6848, Telenet BV
81.83.12.247: 6848, Telenet BV
81.83.14.252: 6848, Telenet BV
81.83.14.43: 6848, Telenet BV
81.83.22.10: 6848, Telenet BV
81.83.23.172: 6848, Telenet BV
81.83.30.81: 6848, Telenet BV
81.84.239.129: 2860, Nos Comunicacoes, S.A.
81.9.159.248: 12338, Euskaltel S.A.
81.93.80.169: 25144, Telekomunikacije Republike Srpske akcionarsko drustvo Banja Luka
81.93.86.101: 25144, Telekomunikacije Republike Srpske akcionarsko drustvo Banja Luka
81.93.93.173: 25144, Telekomunikacije Republike Srpske akcionarsko drustvo Banja Luka
81.94.163.103: 51929, Advania Sverige AB
81.99.8.8: 5089, Virgin Media
82.100.235.82: 25394, MK Netzdienste GmbH
82.102.134.102: 12400, Partner Communications Ltd.
82.102.16.170: 9009, M247 Europe SRL
82.102.185.42: 12400, Partner Communications Ltd.
82.104.19.30: 3269, TIM
82.114.167.86: 30873, Public Telecommunication Corporation
82.114.170.114: 30873, Public Telecommunication Corporation
82.115.212.235: 207435, Marmites Sarl
82.115.212.37: 207435, Marmites Sarl
82.115.212.97: 207435, Marmites Sarl
82.117.205.154: 31042, Serbia BroadBand-Srpske Kablovske mreze d.o.o.
82.117.217.18: 31042, Serbia BroadBand-Srpske Kablovske mreze d.o.o.
82.119.104.132: 6830, Liberty Global B.V.
82.127.132.40: 3215, Orange
82.127.139.150: 3215, Orange
82.127.193.111: 3215, Orange
82.127.210.240: 3215, Orange
82.127.221.208: 3215, Orange
82.129.135.162: 24835, RAYA Telecom - Egypt
82.129.136.178: 24835, RAYA Telecom - Egypt
82.129.165.139: 24835, RAYA Telecom - Egypt
82.129.166.178: 24835, RAYA Telecom - Egypt
82.129.231.2: 24835, RAYA Telecom - Egypt
82.129.231.26: 24835, RAYA Telecom - Egypt
82.129.247.82: 24835, RAYA Telecom - Egypt
82.130.171.92: 12338, Euskaltel S.A.
82.134.1.190: 8542, Eviny Digital AS
82.134.16.50: 8542, Eviny Digital AS
82.134.195.231: 30848, UNIDATA S.p.A.
82.134.197.130: 30848, UNIDATA S.p.A.
82.134.199.249: 30848, UNIDATA S.p.A.
82.134.2.202: 8542, Eviny Digital AS
82.134.202.189: 30848, UNIDATA S.p.A.
82.134.202.191: 30848, UNIDATA S.p.A.
82.134.204.148: 30848, UNIDATA S.p.A.
82.134.23.130: 8542, Eviny Digital AS
82.142.125.58: 16019, Vodafone Czech Republic a.s.
82.142.89.78: 16019, Vodafone Czech Republic a.s.
82.143.104.114: 6848, Telenet BV
82.143.117.130: 6848, Telenet BV
82.145.231.155: 44558, Netonline Bilisim Sirketi LTD
82.146.103.49: 8368, Destiny N.V
82.146.220.10: 39440, netplusFR SA
82.146.220.132: 39440, netplusFR SA
82.147.207.26: 29255, Etihad Etisalat, a joint stock company
82.147.221.206: 29255, Etihad Etisalat, a joint stock company
82.147.227.102: 15516, DKTV A/S
82.149.106.221: 8339, kabelplus GmbH
82.15.13.175: 5089, Virgin Media
82.151.65.130: 29544, MAURITEL
82.152.96.226: 8851, GCI Network Solutions Limited
82.159.192.141: 6739, Vodafone Ono, S.A.
82.159.192.254: 6739, Vodafone Ono, S.A.
82.163.46.49: 59521, Stichting Kabeltelevisie Pijnacker
82.166.103.144: 1680, Cellcom Fixed Line Communication L.P
82.166.104.80: 1680, Cellcom Fixed Line Communication L.P
82.166.125.116: 1680, Cellcom Fixed Line Communication L.P
82.166.141.45: 1680, Cellcom Fixed Line Communication L.P
82.166.144.142: 1680, Cellcom Fixed Line Communication L.P
82.166.159.237: 1680, Cellcom Fixed Line Communication L.P
82.166.20.85: 1680, Cellcom Fixed Line Communication L.P
82.166.207.244: 1680, Cellcom Fixed Line Communication L.P
82.166.207.54: 1680, Cellcom Fixed Line Communication L.P
82.166.247.91: 1680, Cellcom Fixed Line Communication L.P
82.166.254.150: 1680, Cellcom Fixed Line Communication L.P
82.166.65.168: 1680, Cellcom Fixed Line Communication L.P
82.166.81.117: 1680, Cellcom Fixed Line Communication L.P
82.166.91.24: 1680, Cellcom Fixed Line Communication L.P
82.168.51.120: 1136, KPN B.V.
82.176.111.89: 16509, AMAZON-02
82.176.159.244: 16509, AMAZON-02
82.176.75.133: 16509, AMAZON-02
82.177.11.146: 20804, Exatel S.A.
82.177.111.170: 20804, Exatel S.A.
82.177.175.38: 20804, Exatel S.A.
82.177.208.114: 20804, Exatel S.A.
82.177.208.118: 20804, Exatel S.A.
82.177.34.84: 20804, Exatel S.A.
82.177.4.66: 20804, Exatel S.A.
82.178.129.56: 28885, Oman Telecommunications Company (S.A.O.G)
82.178.16.98: 28885, Oman Telecommunications Company (S.A.O.G)
82.178.162.190: 28885, Oman Telecommunications Company (S.A.O.G)
82.180.52.38: 30848, UNIDATA S.p.A.
82.187.32.84: 3269, TIM
82.196.112.195: 8473, Bahnhof AB
82.197.34.217: 43766, Mobile Telecommunication Company Saudi Arabia Joint-Stock company
82.197.60.109: 43766, Mobile Telecommunication Company Saudi Arabia Joint-Stock company
82.197.60.111: 43766, Mobile Telecommunication Company Saudi Arabia Joint-Stock company
82.198.216.146: 30742, Bremen Briteline GmbH
82.198.216.150: 30742, Bremen Briteline GmbH
82.198.69.130: 60294, Deutsche Glasfaser Wholesale GmbH
82.201.186.213: 24863, LINKdotNET
82.208.25.254: 21430, WIA spol. s.r.o.
82.209.186.10: 29518, Bredband2 AB
82.209.194.195: 6697, Republican Unitary Telecommunication Enterprise Beltelecom
82.210.38.231: 34177, Celeste SAS
82.212.107.9: 47887, Al-hadatheh Lil-itisalat Wa Al-technologia Co.
82.212.116.10: 47887, Al-hadatheh Lil-itisalat Wa Al-technologia Co.
82.217.33.121: 33915, Vodafone Libertel B.V.
82.218.159.250: 8339, kabelplus GmbH
82.218.161.82: 8339, kabelplus GmbH
82.218.173.230: 8339, kabelplus GmbH
82.218.175.134: 8339, kabelplus GmbH
82.218.185.58: 8339, kabelplus GmbH
82.223.131.150: 8560, IONOS SE
82.23.199.213: Unknown
82.40.60.22: 5089, Virgin Media
82.43.21.66: 5089, Virgin Media
82.64.123.102: 12322, Free SAS
82.65.227.53: 12322, Free SAS
82.65.228.186: 12322, Free SAS
82.65.99.45: 12322, Free SAS
82.66.133.246: 12322, Free SAS
82.66.192.169: 12322, Free SAS
82.68.54.219: 13037, Zen Internet Ltd
82.69.103.57: 13037, Zen Internet Ltd
82.69.113.16: 13037, Zen Internet Ltd
82.70.74.204: Unknown
82.71.36.17: 13037, Zen Internet Ltd
82.72.110.127: 33915, Vodafone Libertel B.V.
82.75.98.140: 33915, Vodafone Libertel B.V.
82.79.0.51: 8708, Digi Romania S.A.
82.80.56.21: 8551, Bezeq International Ltd.
82.81.104.195: 8551, Bezeq International Ltd.
82.81.216.110: 8551, Bezeq International Ltd.
82.81.226.6: 8551, Bezeq International Ltd.
82.81.230.74: 8551, Bezeq International Ltd.
82.81.243.136: 8551, Bezeq International Ltd.
82.81.252.118: 8551, Bezeq International Ltd.
82.81.33.193: 8551, Bezeq International Ltd.
82.81.46.82: 8551, Bezeq International Ltd.
82.81.77.118: 8551, Bezeq International Ltd.
82.99.130.134: 25248, RADIOKOMUNIKACE a.s.
83.0.101.205: 5617, Orange Polska Spolka Akcyjna
83.0.160.106: 5617, Orange Polska Spolka Akcyjna
83.0.214.66: 5617, Orange Polska Spolka Akcyjna
83.0.55.152: 5617, Orange Polska Spolka Akcyjna
83.0.68.25: 5617, Orange Polska Spolka Akcyjna
83.0.79.184: 5617, Orange Polska Spolka Akcyjna
83.1.183.250: 5617, Orange Polska Spolka Akcyjna
83.1.223.30: 5617, Orange Polska Spolka Akcyjna
83.1.88.190: 5617, Orange Polska Spolka Akcyjna
83.1.94.202: 5617, Orange Polska Spolka Akcyjna
83.101.128.186: 29690, AI Jeraisy Electronic Services Company Ltd.
83.101.128.98: 29690, AI Jeraisy Electronic Services Company Ltd.
83.103.246.157: 12302, Vodafone Romania S.A.
83.110.1.145: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.1.49: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.100.208: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.100.77: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.101.194: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.103.101: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.104.119: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.104.66: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.105.124: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.105.5: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.106.169: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.108.146: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.108.24: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.108.6: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.109.35: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.109.57: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.11.179: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.11.248: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.110.183: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.111.136: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.12.155: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.137.1: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.137.6: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.137.81: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.139.160: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.14.19: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.14.79: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.146.102: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.147.64: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.148.133: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.148.30: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.148.34: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.148.77: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.149.172: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.15.147: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.15.239: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.150.170: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.150.176: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.151.131: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.151.153: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.153.254: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.154.88: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.155.41: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.156.177: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.156.24: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.156.82: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.158.160: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.158.59: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.158.83: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.159.95: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.159.99: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.16.168: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.19.170: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.195.148: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.199.159: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.2.177: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.2.248: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.200.187: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.201.81: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.205.137: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.205.42: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.209.246: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.21.247: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.212.191: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.213.2: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.213.65: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.215.46: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.216.129: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.216.250: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.218.64: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.219.164: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.22.174: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.22.184: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.22.71: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.220.64: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.222.122: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.222.237: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
83.110.23.14: 5384, Emirates Telecommunications Group Company (etisalat Group) Pjsc
